event_date,country,platform,dau,total_iap_revenue,total_ad_revenue,matches_started,arpdau,match_per_dau,win_ratio,defeat_ratio,server_error_per_dau
2024-02-15,PUERTO RICO,IOS,15,0,0.105514902,64,0.007034327,4.2666666666666666,0.66666666666666663,0.33333333333333331,0.066666666666666666
2024-02-15,NETHERLANDS,ANDROID,874,17.36113076,24.261263303,3997,0.047622877,4.5732265446224254,0.59947414548641542,0.40052585451358458,0.036613272311212815
2024-02-15,SERBIA,ANDROID,1255,476.707158648,7.943530347,6577,0.386175848,5.2406374501992028,0.65214246971614531,0.34785753028385463,0.015139442231075698
2024-02-15,IRELAND,ANDROID,296,20.206261034,6.644356205,1260,0.090711545,4.256756756756757,0.697565543071161,0.30243445692883897,0.0067567567567567571
2024-02-15,SIERRA LEONE,ANDROID,1,0,0,2,0,2.0,1.0,0.0,0.0
2024-02-15,MALDIVES,ANDROID,6,0,0.024636707,39,0.004106118,6.5,0.52941176470588236,0.47058823529411764,0.0
2024-02-15,ARMENIA,ANDROID,209,0,0.640168041,967,0.003063005,4.6267942583732058,0.63729246487867175,0.36270753512132825,0.0095693779904306216
2024-02-15,NORTHERN MARIANA ISLANDS,IOS,2,0,0.135655589,43,0.067827795,21.5,0.94736842105263153,0.052631578947368418,0.0
2024-02-15,MOROCCO,ANDROID,155,0,0.803410848,742,0.005183296,4.7870967741935484,0.58942457231726286,0.41057542768273719,0.070967741935483872
2024-02-15,INDONESIA,ANDROID,5614,512.185738675,49.593612652,32201,0.100067572,5.7358389739935873,0.63949741101495461,0.36050258898504545,0.024937655860349128
2024-02-15,BULGARIA,ANDROID,1405,21.452635752,19.734486669,7600,0.029314678,5.4092526690391463,0.6179179022943655,0.38208209770563445,0.013523131672597865
2024-02-15,MICRONESIA,IOS,1,0,0,2,0,2.0,1.0,0.0,0.0
2024-02-15,BANGLADESH,ANDROID,118,0,0.175189274,373,0.001484655,3.1610169491525424,0.72945205479452058,0.27054794520547948,0.0
2024-02-15,JAPAN,ANDROID,108,1.999147031,5.036814864,564,0.065147795,5.2222222222222223,0.54990215264187869,0.45009784735812131,0.018518518518518517
2024-02-15,MOROCCO,IOS,66,1.065753779,0.832974144,274,0.028768605,4.1515151515151514,0.52941176470588236,0.47058823529411764,0.090909090909090912
2024-02-15,PALESTINE,ANDROID,485,0,1.285618474,2027,0.00265076,4.1793814432989693,0.61872287662740233,0.38127712337259767,0.024742268041237112
2024-02-15,ALBANIA,ANDROID,209,8.96,1.315359232,1126,0.049164398,5.3875598086124405,0.58709016393442626,0.41290983606557374,0.0047846889952153108
2024-02-15,GREENLAND,ANDROID,1,0,0,0,0,0.0,,,0.0
2024-02-15,PAKISTAN,IOS,366,20.126978449,1.413034496,1702,0.058852494,4.6502732240437155,0.60721868365180465,0.39278131634819535,0.03825136612021858
2024-02-15,MALI,ANDROID,1,0,0,0,0,0.0,,,0.0
2024-02-15,NIGER,IOS,2,0,0.041638472,8,0.020819236,4.0,0.42857142857142855,0.5714285714285714,0.0
2024-02-15,ANGOLA,IOS,7,0,0.151821468,23,0.021688781,3.2857142857142856,0.55555555555555558,0.44444444444444442,0.0
2024-02-15,ANDORRA,IOS,1,0,0,1,0,1.0,,,0.0
2024-02-15,EL SALVADOR,IOS,3,0,0.030601025,18,0.010200342,6.0,0.5625,0.4375,0.0
2024-02-15,SOUTH KOREA,IOS,438,422.216425433,42.34066054,3209,1.060632616,7.32648401826484,0.6844610676640599,0.31553893233594016,0.034246575342465752
2024-02-15,MAYOTTE,ANDROID,5,0,0,22,0,4.4,0.85,0.15,0.6
2024-02-15,LUXEMBOURG,IOS,41,71.028721526,1.604761515,201,1.771548367,4.9024390243902438,0.60479041916167664,0.39520958083832336,0.0
2024-02-15,SUDAN,IOS,1,0,0,4,0,4.0,1.0,0.0,0.0
2024-02-15,SWEDEN,IOS,907,263.714530735,22.217056563,4739,0.315249821,5.224917309812569,0.6015523932729625,0.3984476067270375,0.020948180815876516
2024-02-15,GHANA,ANDROID,10,0,0.029751188,16,0.002975119,1.6,0.875,0.125,0.0
2024-02-15,FIJI,IOS,2,0,0.004318971,6,0.002159486,3.0,1.0,0.0,0.0
2024-02-15,BERMUDA,IOS,1,0,0.038567193,8,0.038567193,8.0,0.375,0.625,0.0
2024-02-15,UGANDA,IOS,1,0,0,3,0,3.0,0.66666666666666663,0.33333333333333331,0.0
2024-02-15,UKRAINE,IOS,2487,215.335114481,36.433672244,15598,0.101233931,6.2718134298351425,0.60468038322600914,0.39531961677399091,0.043827905106554078
2024-02-15,ZAMBIA,IOS,1,0,0,20,0,20.0,0.55,0.45,0.0
2024-02-15,TOGO,ANDROID,3,0,0.007911792,7,0.002637264,2.3333333333333335,0.7142857142857143,0.2857142857142857,0.0
2024-02-15,DENMARK,ANDROID,253,22.352835287,11.457961473,1506,0.133639513,5.9525691699604746,0.66104417670682736,0.3389558232931727,0.023715415019762844
2024-02-15,BARBADOS,IOS,1,0,0.045582227,15,0.045582227,15.0,0.5,0.5,0.0
2024-02-15,JORDAN,IOS,278,60.192968659,2.27614033,1270,0.224709025,4.5683453237410072,0.59414634146341461,0.40585365853658539,0.057553956834532377
2024-02-15,INDIA,ANDROID,9122,165.34421864,78.91768802,42666,0.026777232,4.6772637579478182,0.613157818935968,0.386842181064032,0.020171015128261346
2024-02-15,MONACO,ANDROID,2,0,0,13,0,6.5,0.77777777777777779,0.22222222222222221,0.0
2024-02-15,JAPAN,IOS,537,96.705864295,33.133115982,3112,0.241785811,5.7951582867783982,0.61784814681540123,0.38215185318459877,0.0335195530726257
2024-02-15,BENIN,ANDROID,3,0,0.005217092,5,0.001739031,1.6666666666666667,0.8,0.2,0.0
2024-02-15,QATAR,IOS,169,19.99,3.099648429,567,0.136625139,3.3550295857988166,0.60446247464503045,0.39553752535496955,0.0059171597633136093
2024-02-15,COLOMBIA,ANDROID,998,2.302302558,6.14720048,4563,0.008466436,4.5721442885771539,0.63062827225130891,0.36937172774869109,0.021042084168336674
2024-02-15,FRENCH POLYNESIA,ANDROID,7,0,0.001671639,12,0.000238806,1.7142857142857142,0.5,0.5,0.0
2024-02-15,POLAND,ANDROID,4134,196.024934924,84.808894109,18178,0.067932711,4.3971940009675858,0.61867214418234828,0.38132785581765172,0.02104499274310595
2024-02-15,AFGHANISTAN,IOS,8,0,0.007724669,42,0.000965584,5.25,0.32,0.68,0.0
2024-02-15,GUADELOUPE,ANDROID,6,0,0.004734523,18,0.000789087,3.0,0.8666666666666667,0.13333333333333333,0.0
2024-02-15,PAKISTAN,ANDROID,856,5.365286596,3.985802863,3849,0.01092417,4.4964953271028039,0.6221039448966813,0.3778960551033187,0.026869158878504672
2024-02-15,GABON,ANDROID,5,0,0.005679547,11,0.001135909,2.2,0.7,0.3,0.0
2024-02-15,BARBADOS,ANDROID,1,0,0,0,0,0.0,,,0.0
2024-02-15,QATAR,ANDROID,92,2.060156572,0.966272575,470,0.032895969,5.1086956521739131,0.54357798165137616,0.45642201834862384,0.010869565217391304
2024-02-15,MALDIVES,IOS,4,0,0,6,0,1.5,1.0,0.0,0.0
2024-02-15,UZBEKISTAN,ANDROID,1651,22.48,8.759841188,6235,0.018921769,3.7764990914597214,0.66518375241779493,0.334816247582205,0.01877649909145972
2024-02-15,CAPE VERDE,IOS,1,0,0,0,0,0.0,,,0.0
2024-02-15,UNITED KINGDOM,ANDROID,2301,345.857969115,80.607228934,11348,0.185339069,4.9317687961755761,0.64811887448624728,0.35188112551375278,0.028248587570621469
2024-02-15,OMAN,IOS,66,19.99,0.978185139,275,0.317699775,4.166666666666667,0.66183574879227058,0.33816425120772947,0.0
2024-02-15,FRENCH POLYNESIA,IOS,1,0,0,0,0,0.0,,,0.0
2024-02-15,CHINA,IOS,364,2.012877944,2.456606393,983,0.012278803,2.7005494505494507,0.70220588235294112,0.29779411764705882,0.016483516483516484
2024-02-15,NIGERIA,IOS,105,28.257176071,0.664271642,478,0.275442359,4.5523809523809522,0.58575197889182062,0.41424802110817943,0.019047619047619049
2024-02-15,MONGOLIA,IOS,282,3.98,2.029043642,1141,0.021308665,4.0460992907801421,0.68605817452357076,0.31394182547642929,0.031914893617021274
2024-02-15,NEW CALEDONIA,IOS,3,0,0.08702,8,0.029006667,2.6666666666666665,0.6,0.4,0.0
2024-02-15,MYANMAR (BURMA),ANDROID,183,0,1.107293302,703,0.006050783,3.8415300546448088,0.77186963979416812,0.22813036020583191,0.03825136612021858
2024-02-15,CHILE,ANDROID,1459,46.068472341,10.671189586,4766,0.038889419,3.2666209732693625,0.66063460585027267,0.33936539414972733,0.023303632625085675
2024-02-15,MYANMAR (BURMA),IOS,38,0,0.306519365,145,0.008066299,3.8157894736842106,0.55645161290322576,0.44354838709677419,0.052631578947368418
2024-02-15,NORTH MACEDONIA,IOS,160,3.141971968,1.849028863,825,0.031193755,5.15625,0.624390243902439,0.375609756097561,0.025
2024-02-15,SOUTH KOREA,ANDROID,909,606.233378471,118.304981226,7053,0.797071903,7.7590759075907592,0.66942277691107643,0.33057722308892357,0.026402640264026403
2024-02-15,COLOMBIA,IOS,119,0,2.317619044,663,0.01947579,5.5714285714285712,0.5855513307984791,0.4144486692015209,0.025210084033613446
2024-02-15,CROATIA,IOS,117,21.476553416,1.053238542,429,0.192562324,3.6666666666666665,0.70571428571428574,0.29428571428571426,0.017094017094017096
2024-02-15,CONGO - KINSHASA,IOS,2,0,0.000576018,10,0.000288009,5.0,0.2857142857142857,0.7142857142857143,0.5
2024-02-15,MOLDOVA,IOS,150,11.95,1.780387267,1070,0.091535915,7.1333333333333337,0.60022148394241415,0.3997785160575858,0.04
2024-02-15,NICARAGUA,IOS,3,0,0.005244689,11,0.00174823,3.6666666666666665,0.90909090909090906,0.090909090909090912,0.0
2024-02-15,MEXICO,IOS,456,32.600697162,5.838232477,1773,0.084295898,3.888157894736842,0.6410998552821997,0.3589001447178003,0.024122807017543858
2024-02-15,ALBANIA,IOS,257,14.97,1.727558961,1498,0.064971047,5.8287937743190659,0.58143322475570036,0.41856677524429969,0.042801556420233464
2024-02-15,SPAIN,ANDROID,2013,60.726434999,39.32254043,9901,0.049701428,4.91852955787382,0.64227642276422769,0.35772357723577236,0.024838549428713365
2024-02-15,URUGUAY,ANDROID,172,36.34,0.652496767,673,0.215072656,3.9127906976744184,0.68596491228070178,0.31403508771929822,0.0058139534883720929
2024-02-15,HONG KONG,ANDROID,199,80.892083884,9.994550834,967,0.456716757,4.85929648241206,0.73606370875995453,0.26393629124004553,0.020100502512562814
2024-02-15,ETHIOPIA,ANDROID,16,0,0.048974256,32,0.003060891,2.0,0.7,0.3,1.0
2024-02-15,CUBA,IOS,2,0,0.022641384,5,0.011320692,2.5,0.6,0.4,0.0
2024-02-15,LEBANON,ANDROID,323,0,1.057567359,1720,0.003274202,5.3250773993808052,0.60041407867494823,0.39958592132505177,0.021671826625386997
2024-02-15,NAMIBIA,ANDROID,6,0,0.078266802,20,0.013044467,3.3333333333333335,0.61111111111111116,0.3888888888888889,0.0
2024-02-15,CHAD,IOS,1,0,0.005205586,5,0.005205586,5.0,0.8,0.2,0.0
2024-02-15,NORWAY,IOS,234,131.935374414,7.465377473,1101,0.595729709,4.7051282051282053,0.62939297124600635,0.37060702875399359,0.034188034188034191
2024-02-15,MALAWI,IOS,3,0,0.040399567,39,0.013466522,13.0,0.55555555555555558,0.44444444444444442,0.0
2024-02-15,ECUADOR,IOS,50,0.99,0.608901956,269,0.031978039,5.38,0.59482758620689657,0.40517241379310343,0.02
2024-02-15,ARUBA,ANDROID,2,0,0.009767479,14,0.00488374,7.0,0.33333333333333331,0.66666666666666663,0.0
2024-02-15,BRUNEI,IOS,10,0,0.355976085,116,0.035597609,11.6,0.5757575757575758,0.42424242424242425,0.0
2024-02-15,ANGOLA,ANDROID,7,0,0.035474202,41,0.005067743,5.8571428571428568,0.75,0.25,0.0
2024-02-15,CONGO - KINSHASA,ANDROID,3,0,0.001405388,11,0.000468463,3.6666666666666665,0.75,0.25,0.33333333333333331
2024-02-15,LIBYA,IOS,17,0,0.067457757,66,0.003968103,3.8823529411764706,0.64,0.36,0.0
2024-02-15,SOMALIA,IOS,1,0,0,5,0,5.0,1.0,0.0,0.0
2024-02-15,TAIWAN,ANDROID,688,287.508681371,40.723017665,3435,0.477080958,4.9927325581395348,0.72717878057182228,0.27282121942817777,0.00872093023255814
2024-02-15,ITALY,ANDROID,1810,153.167118805,29.245589795,6665,0.100780502,3.68232044198895,0.63197158081705151,0.36802841918294849,0.0099447513812154689
2024-02-15,ST. BARTHÉLEMY,IOS,1,0,0.011996218,0,0.011996218,0.0,,,0.0
2024-02-15,SEYCHELLES,ANDROID,2,0,0.036954029,10,0.018477015,5.0,1.0,0.0,0.0
2024-02-15,AUSTRALIA,ANDROID,401,182.470016663,25.939289138,1803,0.519723955,4.4962593516209477,0.66007653061224492,0.33992346938775508,0.037406483790523692
2024-02-15,KUWAIT,IOS,526,117.83,10.905511577,1744,0.244744319,3.3155893536121672,0.66712707182320441,0.33287292817679559,0.039923954372623575
2024-02-15,NIGER,ANDROID,2,0,0.051408776,6,0.025704388,3.0,1.0,0.0,0.0
2024-02-15,GUADELOUPE,IOS,4,0,0.014859853,8,0.003714963,2.0,0.7142857142857143,0.2857142857142857,0.5
2024-02-15,NICARAGUA,ANDROID,14,0,0.006493277,15,0.000463806,1.0714285714285714,0.090909090909090912,0.90909090909090906,0.0
2024-02-15,BENIN,IOS,6,0,0.203712719,92,0.03395212,15.333333333333334,0.61728395061728392,0.38271604938271603,0.16666666666666666
2024-02-15,AZERBAIJAN,IOS,374,16.26,4.923781883,2260,0.056641128,6.0427807486631018,0.6100053792361485,0.38999462076385155,0.053475935828877004
2024-02-15,CROATIA,ANDROID,522,0,4.513236572,1678,0.008646047,3.21455938697318,0.62410841654778892,0.37589158345221113,0.0019157088122605363
2024-02-15,EL SALVADOR,ANDROID,27,0.19,0.099355562,78,0.010716873,2.8888888888888888,0.59375,0.40625,0.0
2024-02-15,MOLDOVA,ANDROID,503,145,2.723882012,2137,0.29368565,4.248508946322068,0.64988814317673382,0.35011185682326623,0.0019880715705765406
2024-02-15,HONG KONG,IOS,294,134.764169097,17.592053892,1279,0.518218446,4.350340136054422,0.65812720848056538,0.34187279151943462,0.085034013605442174
2024-02-15,MALAYSIA,ANDROID,4409,319.132532766,64.980107192,23944,0.087120127,5.4307099115445681,0.644082498072475,0.35591750192752508,0.022454071217963258
2024-02-15,UNITED KINGDOM,IOS,3502,727.666294532,147.392675941,16596,0.249874064,4.7390062821245005,0.62702821224967109,0.37297178775032891,0.025128498001142203
2024-02-15,WESTERN SAHARA,IOS,1,0,0.003,4,0.003,4.0,0.66666666666666663,0.33333333333333331,0.0
2024-02-15,INDONESIA,IOS,1089,80.971509099,22.235925432,6573,0.094772667,6.0358126721763083,0.62784040078726067,0.37215959921273933,0.018365472910927456
2024-02-15,URUGUAY,IOS,73,0.99,0.801601375,383,0.024542485,5.2465753424657535,0.62831858407079644,0.37168141592920356,0.0273972602739726
2024-02-15,MEXICO,ANDROID,2807,53.327938973,29.092495032,9352,0.029362463,3.3316708229426433,0.68343232655124475,0.31656767344875519,0.049519059494121838
2024-02-15,SAUDI ARABIA,ANDROID,694,18.379206615,11.236472186,2823,0.042673889,4.0677233429394812,0.61706599411517449,0.38293400588482557,0.033141210374639768
2024-02-15,BELARUS,IOS,336,4.96,3.212805355,2104,0.024323825,6.2619047619047619,0.66767554479418889,0.33232445520581116,0.038690476190476192
2024-02-15,CHINA,ANDROID,32,0,0.014251884,51,0.000445371,1.59375,0.68421052631578949,0.31578947368421051,0.0
2024-02-15,AUSTRIA,ANDROID,427,54.879183446,12.968230041,1814,0.15889324,4.2482435597189694,0.609202851587816,0.39079714841218405,0.01405152224824356
2024-02-15,KAZAKHSTAN,ANDROID,3524,136.41088827,21.135634732,13614,0.044706732,3.8632236095346197,0.65251269479950968,0.34748730520049026,0.13989784335981839
2024-02-15,NORTH MACEDONIA,ANDROID,373,9.24,1.838891691,2055,0.029702122,5.5093833780160857,0.59670079635949946,0.40329920364050059,0.00804289544235925
2024-02-15,SENEGAL,ANDROID,13,0,0.0054435,26,0.000418731,2.0,0.54545454545454541,0.45454545454545453,0.0
2024-02-15,ISRAEL,IOS,1094,298.741400767,12.905175587,4475,0.2848689,4.0904936014625228,0.57731092436974785,0.4226890756302521,0.024680073126142597
2024-02-15,CZECHIA,ANDROID,1126,109.042586974,20.332028981,4809,0.114897527,4.2708703374777972,0.62613832143736159,0.37386167856263847,0.015097690941385435
2024-02-15,TURKMENISTAN,ANDROID,8,0,0.057406093,44,0.007175762,5.5,0.96153846153846156,0.038461538461538464,0.0
2024-02-15,ITALY,IOS,923,280.475457091,22.760601238,5227,0.328533108,5.6630552546045507,0.59874467608159609,0.40125532391840396,0.029252437703141929
2024-02-15,NIGERIA,ANDROID,40,0,0.497619991,159,0.0124405,3.975,0.63432835820895528,0.36567164179104478,0.0
2024-02-15,SYRIA,IOS,28,0,0.056333968,58,0.002011927,2.0714285714285716,0.48837209302325579,0.51162790697674421,0.035714285714285712
2024-02-15,AZERBAIJAN,ANDROID,726,3.18,3.693170446,3322,0.009467177,4.5757575757575761,0.6225817798100598,0.3774182201899402,0.026170798898071626
2024-02-15,BAHRAIN,IOS,40,0,0.353876277,200,0.008846907,5.0,0.63690476190476186,0.36309523809523808,0.025
2024-02-15,GUAM,IOS,3,0,0.027091893,22,0.009030631,7.333333333333333,0.75,0.25,0.0
2024-02-15,GREENLAND,IOS,2,0,0,2,0,1.0,1.0,0.0,0.0
2024-02-15,ANTIGUA & BARBUDA,ANDROID,2,0,0.01302,9,0.00651,4.5,1.0,0.0,0.0
2024-02-15,SWITZERLAND,IOS,614,486.259993056,25.309103582,3522,0.833174424,5.7361563517915313,0.61672473867595823,0.38327526132404183,0.030944625407166124
2024-02-15,AUSTRALIA,IOS,782,541.864133135,43.366132953,3482,0.748376299,4.452685421994885,0.65931863727454909,0.34068136272545091,0.021739130434782608
2024-02-15,GERMANY,ANDROID,3395,668.728969818,108.883662002,17293,0.229046431,5.093667157584683,0.63359978137596507,0.366400218624035,0.023564064801178203
2024-02-15,TAJIKISTAN,ANDROID,171,0,0.471423241,540,0.002756861,3.1578947368421053,0.67579908675799083,0.32420091324200911,0.029239766081871343
2024-02-15,KOSOVO,IOS,276,1.065753779,1.928597918,1424,0.0108491,5.1594202898550723,0.55955678670360109,0.44044321329639891,0.050724637681159424
2024-02-15,KENYA,IOS,8,0,0.063615711,38,0.007951964,4.75,0.65625,0.34375,0.0
2024-02-15,BOTSWANA,ANDROID,5,0,0.005375062,30,0.001075012,6.0,0.88888888888888884,0.1111111111111111,0.0
2024-02-15,SPAIN,IOS,908,246.696160092,18.858289459,5337,0.292460848,5.8777533039647576,0.58225842950893869,0.41774157049106131,0.055066079295154183
2024-02-15,LEBANON,IOS,167,7.43834862,1.795831992,1056,0.055294495,6.3233532934131738,0.62121212121212122,0.37878787878787878,0.035928143712574849
2024-02-15,ICELAND,ANDROID,15,0,0.140087326,72,0.009339155,4.8,0.603448275862069,0.39655172413793105,0.0
2024-02-15,SAUDI ARABIA,IOS,1795,384.704410887,31.118291396,6358,0.231656102,3.5420612813370473,0.60398314821907317,0.39601685178092683,0.023955431754874652
2024-02-15,BELGIUM,ANDROID,1001,233.7230332,20.704119585,4877,0.25417298,4.872127872127872,0.634158059092001,0.36584194090799904,0.016983016983016984
2024-02-15,TUNISIA,ANDROID,97,0,0.547295149,491,0.005642218,5.0618556701030926,0.58333333333333337,0.41666666666666669,0.0
2024-02-15,MACAO,IOS,45,19.99,2.369074928,163,0.496868332,3.6222222222222222,0.55263157894736847,0.44736842105263158,0.066666666666666666
2024-02-15,GEORGIA,ANDROID,591,91.11531191,2.850704623,2950,0.158994952,4.9915397631133676,0.61456272259596356,0.38543727740403638,0.055837563451776651
2024-02-15,EGYPT,IOS,370,3.173582076,3.708921191,1938,0.01860136,5.2378378378378381,0.56285178236397748,0.43714821763602252,0.027027027027027029
2024-02-15,GERMANY,IOS,2769,642.035418271,106.615533421,15193,0.270368708,5.4868183459732753,0.61802302500992456,0.38197697499007544,0.033947273383893105
2024-02-15,UNITED STATES,ANDROID,4854,2028.073064913,228.433203502,27483,0.464875622,5.6619283065512978,0.69685123931440351,0.30314876068559649,0.019159456118665017
2024-02-15,PALESTINE,IOS,410,0,2.178629698,1879,0.005313731,4.5829268292682928,0.61276891047883419,0.38723108952116586,0.026829268292682926
2024-02-15,LITHUANIA,ANDROID,766,119.052232701,7.839923053,3129,0.165655556,4.084856396866841,0.6179775280898876,0.38202247191011235,0.007832898172323759
2024-02-15,MARTINIQUE,IOS,2,0,0.006044309,4,0.003022155,2.0,1.0,0.0,0.0
2024-02-15,ESTONIA,ANDROID,149,1.281057572,2.603863008,600,0.026073292,4.026845637583893,0.56468172484599588,0.43531827515400412,0.013422818791946308
2024-02-15,SLOVAKIA,ANDROID,888,43.211471385,11.782655482,4106,0.061930323,4.6238738738738743,0.66705573387802741,0.33294426612197259,0.016891891891891893
2024-02-15,BAHRAIN,ANDROID,27,0,0.100080178,97,0.003706673,3.5925925925925926,0.57971014492753625,0.42028985507246375,0.037037037037037035
2024-02-15,SRI LANKA,ANDROID,12,0,0.068268566,47,0.005689047,3.9166666666666665,0.65909090909090906,0.34090909090909088,0.0
2024-02-15,CZECHIA,IOS,480,14.959626008,8.37936129,2874,0.04862289,5.9875,0.62624584717607978,0.37375415282392027,0.04375
2024-02-15,ZAMBIA,ANDROID,5,0,0.000509479,7,0.000101896,1.4,0.7142857142857143,0.2857142857142857,0.0
2024-02-15,CÔTE D’IVOIRE,ANDROID,17,0,0.1236959,54,0.007276229,3.1764705882352939,0.65957446808510634,0.34042553191489361,0.0
2024-02-15,PANAMA,ANDROID,65,7.97,0.27504736,239,0.126846882,3.6769230769230767,0.525,0.475,0.0
2024-02-15,JAMAICA,ANDROID,33,4.24,0.150452367,138,0.133044011,4.1818181818181817,0.44444444444444442,0.55555555555555558,0.0
2024-02-15,GAMBIA,ANDROID,1,0,0,1,0,1.0,1.0,0.0,0.0
2024-02-15,CAMBODIA,ANDROID,209,0.95,1.46849514,794,0.011571747,3.799043062200957,0.70278184480234263,0.29721815519765737,0.0047846889952153108
2024-02-15,BRUNEI,ANDROID,19,0,0.016443836,30,0.000865465,1.5789473684210527,0.72,0.28,0.10526315789473684
2024-02-15,FIJI,ANDROID,4,0,0,5,0,1.25,0.8,0.2,0.0
2024-02-15,CYPRUS,IOS,85,8.965471482,1.16642933,465,0.119198833,5.4705882352941178,0.53092783505154639,0.46907216494845361,0.047058823529411764
2024-02-15,VANUATU,ANDROID,1,0,0.00199,3,0.00199,3.0,0.0,1.0,0.0
2024-02-15,SOMALIA,ANDROID,15,0.99,0,37,0.066,2.4666666666666668,0.76666666666666672,0.23333333333333334,0.0
2024-02-15,SOUTH AFRICA,ANDROID,296,23.925283498,4.243266821,1472,0.095164021,4.9729729729729728,0.6156274664561957,0.38437253354380424,0.010135135135135136
2024-02-15,MOZAMBIQUE,ANDROID,3,0,0.005569441,6,0.00185648,2.0,0.0,1.0,0.0
